# k/h z=0 z=0.5 z=1 z=3
2.924809035425688819e+00 1.119001633503412449e+02 5.339863050964039815e+01 2.977137240747728697e+01 1.101074210830514843e+01
2.931095916293684933e+00 1.117307435169603309e+02 5.334178594346891344e+01 2.977139704482324944e+01 1.106727305731430988e+01
2.937378182606774413e+00 1.115839620105967498e+02 5.329036231160009862e+01 2.976710259559137839e+01 1.112430102947283217e+01
2.943659980254369923e+00 1.114221967836672462e+02 5.323393519963336473e+01 2.976436924601146927e+01 1.116811764516319450e+01
2.949946454403890250e+00 1.112834400045093446e+02 5.318739880943399356e+01 2.976780582184575152e+01 1.122968247816142018e+01
2.956227653702202307e+00 1.111411780730212229e+02 5.313850590895376058e+01 2.976364003844781791e+01 1.127048197241758665e+01
2.962510478867462993e+00 1.110038067024143231e+02 5.309532884080597626e+01 2.977154236895686168e+01 1.133526809727958806e+01
2.968796535179442309e+00 1.108685248332027129e+02 5.304839528225422640e+01 2.976796194058060507e+01 1.138764073400738752e+01
2.975077657376874907e+00 1.107441619351069306e+02 5.300953823365085071e+01 2.977815344535710906e+01 1.145090391797646667e+01
2.981359866759223376e+00 1.106182480667850285e+02 5.296819090221061543e+01 2.977874975943927183e+01 1.148204691760973439e+01
2.987646761575656562e+00 1.105109739101892501e+02 5.293709363191342021e+01 2.978964765962900074e+01 1.155493500513136418e+01
2.993929038370399365e+00 1.103933358411299963e+02 5.290000129036625509e+01 2.979645077402678766e+01 1.160818042766428881e+01
3.000206214840962726e+00 1.102921886474199624e+02 5.286998668985832239e+01 2.980290792278865553e+01 1.166052603864580917e+01
3.006486172402415669e+00 1.101790397942639572e+02 5.283545827748137214e+01 2.981231639034487557e+01 1.171070090423119581e+01
3.012769812211594456e+00 1.100962492721111232e+02 5.281575584706001081e+01 2.982818884187616604e+01 1.176856491618229406e+01
3.019053144326170113e+00 1.100055223025470070e+02 5.279097844963514774e+01 2.983962610471885668e+01 1.183156762596395950e+01
3.025337405144251424e+00 1.099104578717006717e+02 5.276325044633168915e+01 2.985003288864526994e+01 1.188094786562609428e+01
3.031623734799107961e+00 1.098501221712638625e+02 5.275564055688246867e+01 2.987352387896851624e+01 1.195239896397127843e+01
3.037908962055872575e+00 1.097656554756736256e+02 5.273383735817755280e+01 2.988854751597926196e+01 1.201050244151741708e+01
3.044195067146031608e+00 1.097156632799906504e+02 5.272877889740261992e+01 2.991128099446951083e+01 1.207029133821684752e+01
3.050475543482170426e+00 1.096255160599409635e+02 5.270385116096168332e+01 2.992193652954166794e+01 1.212905583011782085e+01
3.056754954538277502e+00 1.095822035044297564e+02 5.270144954980307261e+01 2.994749102239538630e+01 1.218411970841562031e+01
3.063040539557494668e+00 1.095448613906795714e+02 5.270286903211000862e+01 2.997442252192743695e+01 1.224532006956485120e+01
3.069323699454357346e+00 1.094922877875535647e+02 5.269615393359534750e+01 2.999694405763082372e+01 1.231398493699243879e+01
3.075610692642898769e+00 1.094572193205472104e+02 5.269625064426362826e+01 3.002047764624627035e+01 1.236625914344151234e+01
3.081893798009918584e+00 1.094219858163390029e+02 5.269954177977513865e+01 3.005134379275967405e+01 1.244832010187747606e+01
3.088174549548037717e+00 1.093958454933340931e+02 5.270376231042585857e+01 3.007715469338304715e+01 1.249417877390747833e+01
3.094458635632868493e+00 1.093724512163800853e+02 5.271175067335254028e+01 3.010711888564069838e+01 1.256479524966968420e+01
3.100743982931558840e+00 1.093653434699879483e+02 5.272589048484769592e+01 3.014195977690787842e+01 1.262847149398616509e+01
3.107028111748448396e+00 1.093620061336530398e+02 5.274189221450747311e+01 3.017317446006492077e+01 1.269417431103286731e+01
3.113309299655494300e+00 1.093662149991103263e+02 5.276415155412963287e+01 3.021751300094692283e+01 1.278441548436523867e+01
3.119590662867241626e+00 1.093684990263243861e+02 5.277987024815431738e+01 3.024477144794874306e+01 1.281902565264234717e+01
3.125874006820172912e+00 1.093717459635095963e+02 5.280207746454101425e+01 3.028653129174321990e+01 1.290563644055469616e+01
3.132159251154602586e+00 1.093993025358918061e+02 5.283176250694228315e+01 3.032816448844145185e+01 1.298427018843032954e+01
3.138439172765940643e+00 1.094379097074010900e+02 5.286759012518793810e+01 3.037240846307311770e+01 1.305109821614211008e+01
3.144723867719826593e+00 1.094534678226086157e+02 5.289334751946637425e+01 3.041348882025231859e+01 1.311604624666810004e+01
3.151003951258561031e+00 1.095043852502417963e+02 5.293557966632880607e+01 3.046004593160341045e+01 1.319157803277552787e+01
3.157283664131563139e+00 1.095375054969829165e+02 5.296926990420582371e+01 3.050680069233886016e+01 1.327014107136861121e+01
3.163569317183839935e+00 1.096005891550110647e+02 5.301516900574914359e+01 3.055529281721667090e+01 1.332947007899754510e+01
3.169851661717792091e+00 1.096525995239380507e+02 5.305906918916356574e+01 3.060589949935593168e+01 1.341373781013387401e+01
3.176137704316093657e+00 1.097215173396590160e+02 5.310888820790920306e+01 3.065876002945974577e+01 1.348696332265325992e+01
3.182420924828643916e+00 1.098380172829304655e+02 5.318219400222064763e+01 3.072578048930201078e+01 1.358306852803585407e+01
3.188702811875577581e+00 1.098709272685700711e+02 5.321559094030012460e+01 3.076936372193798519e+01 1.365753217883233006e+01
3.194990520008989865e+00 1.099898458722536105e+02 5.329033938189169106e+01 3.083555285423726389e+01 1.373337168050504253e+01
3.201275324656983834e+00 1.100748469853673157e+02 5.334779999995127042e+01 3.089260224456336346e+01 1.381588367386918570e+01
3.207551352179861759e+00 1.101850336607895997e+02 5.341832262718724422e+01 3.095879617036207065e+01 1.390440591331196529e+01
3.213835216737041645e+00 1.103043651028429792e+02 5.349117717438945618e+01 3.102190479100973519e+01 1.397340145656715293e+01
3.220122579819103770e+00 1.102229637761367229e+02 5.345965883668760910e+01 3.100799082770797455e+01 1.359844821103502177e+01
3.226406606618656525e+00 1.100100960892114159e+02 5.335538693239040953e+01 3.092469850351478300e+01 1.271657475512652091e+01
3.232687390085645429e+00 1.097265819360597305e+02 5.321812101327236633e+01 3.082657191295522026e+01 1.201451422974287730e+01
3.238969121280456331e+00 1.095099427917387658e+02 5.311319915069024944e+01 3.074899466407598680e+01 1.142805218237479004e+01
3.245254751548589667e+00 1.092645556776824805e+02 5.299597302540681198e+01 3.066576756021873607e+01 1.092790894353847087e+01
3.251534499036136783e+00 1.090169542145591208e+02 5.288015813508177843e+01 3.058798040686656705e+01 1.050452297099567112e+01
3.257817780791052442e+00 1.087947056512892203e+02 5.277285421053331049e+01 3.051234545742255477e+01 1.011438564180967781e+01
3.264102164154097263e+00 1.085490599336454238e+02 5.265941364770712596e+01 3.044004330558314564e+01 9.819621742345407966e+00
3.270384152138468892e+00 1.083271637544898596e+02 5.255563932316787401e+01 3.037123612567713948e+01 9.524487148744096743e+00
3.276669427476867735e+00 1.080996391291969019e+02 5.245123762721296856e+01 3.030563670795190490e+01 9.278016302258089709e+00
3.282954688864507808e+00 1.078677920201573812e+02 5.234427206336026472e+01 3.024023087568427570e+01 9.063972058802420406e+00
3.289237200334947264e+00 1.076419487576731484e+02 5.223936953851946896e+01 3.017394621402676336e+01 8.860392602508643023e+00
3.295519587088236779e+00 1.073993619882818535e+02 5.212998968649398535e+01 3.011283984845933759e+01 8.709850366390384124e+00
3.301805977329951958e+00 1.072305632003308773e+02 5.205546283142321329e+01 3.006735817163334445e+01 8.548050132665661494e+00
3.308087486222440088e+00 1.069824887822564392e+02 5.194360975632103816e+01 3.000543694456369082e+01 8.429534504538356288e+00
3.314367630234227313e+00 1.067368877210596452e+02 5.183217949594450147e+01 2.994096990587749119e+01 8.300102767179854624e+00
3.320651909732194262e+00 1.065689398686135974e+02 5.175997837100241838e+01 2.990381543782875795e+01 8.206625424203723540e+00
3.326931260376857047e+00 1.063244622766228389e+02 5.164954918358896663e+01 2.984561549256036628e+01 8.124756846214115313e+00
3.333216512447217728e+00 1.061354531701141610e+02 5.156761134003235014e+01 2.980151729575777964e+01 8.029416931298483107e+00
3.339504489419978128e+00 1.059288608381590961e+02 5.147806498860882840e+01 2.975909740218408928e+01 7.987497404830060432e+00
3.345786804809928405e+00 1.057199046867227139e+02 5.138698072230588565e+01 2.971216469354562406e+01 7.917259871039139973e+00
3.352071130016277767e+00 1.055028248537050928e+02 5.129248306697134296e+01 2.966684875310024694e+01 7.872561903552339757e+00
3.358351496304225581e+00 1.053174546525054183e+02 5.121373233935881331e+01 2.962995701094092027e+01 7.833247707821019645e+00
3.364630591073392019e+00 1.050984985823692455e+02 5.111909794816836694e+01 2.958375599219393948e+01 7.779896155755941400e+00
3.370916305215045483e+00 1.049173753389316346e+02 5.104234453441311103e+01 2.955340237203688858e+01 7.787477189493695384e+00
3.377197952029413752e+00 1.047242882258000094e+02 5.095980040086709550e+01 2.951565655839663549e+01 7.746560231376570904e+00
3.383483063818085501e+00 1.045192151599518837e+02 5.087328565016826332e+01 2.947889076914005813e+01 7.741054216884769801e+00
3.389769992424469969e+00 1.043288221750231912e+02 5.079445677387150226e+01 2.944630421198101899e+01 7.730931140224350351e+00
3.396051330885982100e+00 1.041505297095098825e+02 5.071938492822275890e+01 2.941461230890943668e+01 7.714085274092115085e+00
3.402330879139463971e+00 1.039499392139785243e+02 5.063600670543016236e+01 2.938352623664120600e+01 7.739589972692280107e+00
3.408610488352048495e+00 1.037771567301338536e+02 5.056486981398523994e+01 2.935507236619178073e+01 7.721320857950171757e+00
3.414897837696641236e+00 1.035831926157569569e+02 5.048492083060506985e+01 2.932498690368970529e+01 7.750982563052557062e+00
3.421180484052105619e+00 1.034148962857432679e+02 5.041740581961416012e+01 2.930170575026375346e+01 7.756178842670217399e+00
3.427461639653846870e+00 1.032041750440459680e+02 5.032673433830876064e+01 2.926490101909779540e+01 7.765521804416332330e+00
3.433749159643459059e+00 1.030455316641112802e+02 5.026478579545981518e+01 2.924881451418634271e+01 7.805045198155045050e+00
3.440032646656798310e+00 1.029009416495321716e+02 5.020746649013566554e+01 2.922881915376147077e+01 7.796087012267938654e+00
3.446313366033385339e+00 1.026886804840546290e+02 5.012143933712588506e+01 2.920159394134726227e+01 7.870917227838689634e+00
3.452600135384134905e+00 1.025323441232805664e+02 5.005759909103301197e+01 2.917916111764417408e+01 7.866061397046776982e+00
3.458883152815406703e+00 1.023454680499974927e+02 4.998287198375668083e+01 2.915561930261684154e+01 7.912124623953979530e+00
3.465163834403715448e+00 1.022174688261254829e+02 4.993641643981113987e+01 2.914877811063848512e+01 7.955042056958711250e+00
3.471449329786229221e+00 1.020348540475801258e+02 4.986138794004180852e+01 2.912135338418155328e+01 7.967204929543440173e+00
3.477734476754053894e+00 1.018484232774279263e+02 4.978740563756146287e+01 2.910249607231787650e+01 8.049828093527228390e+00
3.484019652467224226e+00 1.016873197879832986e+02 4.972279102111432536e+01 2.907993588162964826e+01 8.050539543379358065e+00
3.490297019369712928e+00 1.015545368445328194e+02 4.967371843366695572e+01 2.907668723725180371e+01 8.131897542065294360e+00
3.496582486484379970e+00 1.013961526002300957e+02 4.961307175367328881e+01 2.905881569648790830e+01 8.160492874593687773e+00
3.502868048046865024e+00 1.012349694127770476e+02 4.955024095322005451e+01 2.904415753973869130e+01 8.211659975712297665e+00
3.509144649545451244e+00 1.010577989642644496e+02 4.947946064841951852e+01 2.902543735267729375e+01 8.282220896868755844e+00
3.515428082003116295e+00 1.009601387462173392e+02 4.944568442208190362e+01 2.902404886146551277e+01 8.303094412241701860e+00
3.521711031624695565e+00 1.007873257955619692e+02 4.937953653872832405e+01 2.901178972368934339e+01 8.405266227475101104e+00
3.527991850954735664e+00 1.006227132808180613e+02 4.931546967034810081e+01 2.899277854307006663e+01 8.431210813438381635e+00
3.534275545726699885e+00 1.004784632535364750e+02 4.926054858467286834e+01 2.898332043850487239e+01 8.496716574413191836e+00
3.540562632020772149e+00 1.003474632721253101e+02 4.921336744544113628e+01 2.897860271552046996e+01 8.568111213422554329e+00
3.546844410757220789e+00 1.002125901892666491e+02 4.916317420413705008e+01 2.897098190086020253e+01 8.609701814640928319e+00
3.553131386753758836e+00 1.000788761302398626e+02 4.911490329717376113e+01 2.896687325040324623e+01 8.711610751681305942e+00
3.559419203211965144e+00 9.992752375188044311e+01 4.905633335559911501e+01 2.895323473561565564e+01 8.747129630377841636e+00
3.565697971577579839e+00 9.978733524443283898e+01 4.900535328185259942e+01 2.894748944754309505e+01 8.834515466061601430e+00
3.571979559134798254e+00 9.967842610116763069e+01 4.896957681364159498e+01 2.895039810675184810e+01 8.909041933247216605e+00
3.578265774595833726e+00 9.953180140193538250e+01 4.891210361605716628e+01 2.893671215689698428e+01 8.951426798998433298e+00
3.584548309769353125e+00 9.941602263674366213e+01 4.887469994637465476e+01 2.894125762228600607e+01 9.067403074985103117e+00
3.590826843920031486e+00 9.926446058246490622e+01 4.881661002911295100e+01 2.892795019723744332e+01 9.100787134073556217e+00
3.597107306745233934e+00 9.916787376734747284e+01 4.878555007349304162e+01 2.893403087985503319e+01 9.207296776963463714e+00
3.603392831792229245e+00 9.905213055459209670e+01 4.874698206432623238e+01 2.893601288342511424e+01 9.274621597968646824e+00
3.609673209822572559e+00 9.891545330589660523e+01 4.869560272760174513e+01 2.892756657893043126e+01 9.344169037073264406e+00
3.615955412133016189e+00 9.880972235541250370e+01 4.866128542235765764e+01 2.893404425820019910e+01 9.451493820979518290e+00
3.622241607772384686e+00 9.868826043880821430e+01 4.861779800039711574e+01 2.892777392586863172e+01 9.484795693432163333e+00
3.628520252736676444e+00 9.857089400748293428e+01 4.857869082026548568e+01 2.893265964887570618e+01 9.621843498249301518e+00
3.634804827569451113e+00 9.847001450697366920e+01 4.854488747786286496e+01 2.893361225717881524e+01 9.667588181337645636e+00
3.641094981788862928e+00 9.835877888239467381e+01 4.850868075313866257e+01 2.893792516830472650e+01 9.776638219754426373e+00
3.647383514928639325e+00 9.825207443280741870e+01 4.847252381456759451e+01 2.893996998774411011e+01 9.855162746984531097e+00
3.653663283927725658e+00 9.815065864091567960e+01 4.843942516540950294e+01 2.894404651676178020e+01 9.928222431214459576e+00
3.659943504072155296e+00 9.803864158189460909e+01 4.840286098039527474e+01 2.894759186678964014e+01 1.004756511830677468e+01
3.666232000281138603e+00 9.796236759768599711e+01 4.838103791055220171e+01 2.895712674470171422e+01 1.010369808077218146e+01
3.672514211678317597e+00 9.784103380972516106e+01 4.833966870756879075e+01 2.895875636089215632e+01 1.022569877324736964e+01
3.678794154686042539e+00 9.777222186331124476e+01 4.832253739316438867e+01 2.897045855023796079e+01 1.029843270203724082e+01
3.685078621861909820e+00 9.766216031441832968e+01 4.828614678177450514e+01 2.897413735202020035e+01 1.038948271731180029e+01
3.691359210097977961e+00 9.757316047673249670e+01 4.825926853528693528e+01 2.898189735760615449e+01 1.049994935141823582e+01
3.697642368173791105e+00 9.749296917312348398e+01 4.823730527271381874e+01 2.899172605768599809e+01 1.055862834307218101e+01
3.703925796735277665e+00 9.741512417035536942e+01 4.821618735323229998e+01 2.900597538398684350e+01 1.070813725859009224e+01
3.710208240364660348e+00 9.732186823824132205e+01 4.818656247431383122e+01 2.900974194886092405e+01 1.076109161687177007e+01
3.716494593122387169e+00 9.723879975972980105e+01 4.816446195277528375e+01 2.902290004410393465e+01 1.087793442904216512e+01
3.722775386659595398e+00 9.716725207562524247e+01 4.814512846950047020e+01 2.903389182412489333e+01 1.097455576000396782e+01
3.729058392883481510e+00 9.708923992715006079e+01 4.812476110391452266e+01 2.904651992486075684e+01 1.105609859380101412e+01
3.735339748210807720e+00 9.701184409527526498e+01 4.810300571596545183e+01 2.905771772257902441e+01 1.118851149545219492e+01
3.741620776392969638e+00 9.693758338894706128e+01 4.808387903246794082e+01 2.906980096710643124e+01 1.126246612791325852e+01
3.747904795418762980e+00 9.689974737075063160e+01 4.808151694178071978e+01 2.909232153043930325e+01 1.137822314137306456e+01
3.754190633281219380e+00 9.681573298906532443e+01 4.805761831899915393e+01 2.910252823864122718e+01 1.147672099810538704e+01
3.760478208018912749e+00 9.674971071972230163e+01 4.804236969687477909e+01 2.911673173129663184e+01 1.156333370639085345e+01
3.766755538573464346e+00 9.669502223071893354e+01 4.803476940281574059e+01 2.913764863196317378e+01 1.170862618550845902e+01
3.773032090135151506e+00 9.664105147668905715e+01 4.802337765000027048e+01 2.915132117872711603e+01 1.175298791575675850e+01
3.779322553012896879e+00 9.659108096009850897e+01 4.801746114149909062e+01 2.917509478346291729e+01 1.192148068105336733e+01
3.785609109731308930e+00 9.650083708439196073e+01 4.798925105169745819e+01 2.918076890305416526e+01 1.198895304608475776e+01
3.791889825936295200e+00 9.650285788403874676e+01 4.800701281563546985e+01 2.921484175571477238e+01 1.210341898254675819e+01
3.798174822702435893e+00 9.642534030441844095e+01 4.798724537271547774e+01 2.922793630388832398e+01 1.222407945919825956e+01
3.804458658753491651e+00 9.636644571372153223e+01 4.797339341970497628e+01 2.923938554734714046e+01 1.227281610344692098e+01
3.810738438095723435e+00 9.634620905472739594e+01 4.798461465893000621e+01 2.927493017183952873e+01 1.247431410026663201e+01
3.817018850285747167e+00 9.630690418474006265e+01 4.798079317642019248e+01 2.929346026252788349e+01 1.252122709569509063e+01
3.823305314209427763e+00 9.627611268937504008e+01 4.798142009037537292e+01 2.931842001051418123e+01 1.264959203977435642e+01
3.829591295197792178e+00 9.624786318201847735e+01 4.798623831652292893e+01 2.934421197494874889e+01 1.275506065733624261e+01
3.835872296070849341e+00 9.618032018720234078e+01 4.796945711772515608e+01 2.935616317463818703e+01 1.283200996235688685e+01
3.842156279590906109e+00 9.618451555196708114e+01 4.799031681920702397e+01 2.939624190941467319e+01 1.301556023872873880e+01
3.848441511099312429e+00 9.615964371828864898e+01 4.799265111034598874e+01 2.941608736171099281e+01 1.305037227245048825e+01
3.854723334376886079e+00 9.610185883424293252e+01 4.798465005772200698e+01 2.943891463167142319e+01 1.322377763546978358e+01
3.861004740704794713e+00 9.613025533361096109e+01 4.801394665125138062e+01 2.947627603648325234e+01 1.329945623535774324e+01
3.867284336650660848e+00 9.608117900966841773e+01 4.800729143419588496e+01 2.949860209627147967e+01 1.341874077839423940e+01
3.873567367678779849e+00 9.609437535408657993e+01 4.803167317160116312e+01 2.953506910902829219e+01 1.355052444029515968e+01
3.879850662830422792e+00 9.605371156985430048e+01 4.802749763245331138e+01 2.955338759497152523e+01 1.360394889873423629e+01
3.886137063198143338e+00 9.606231661695990454e+01 4.805083638080908059e+01 2.959464802461508981e+01 1.379193768461409952e+01
3.892419463049126005e+00 9.605596148629931008e+01 4.806523582094096270e+01 2.962374842262587293e+01 1.386182922447895827e+01
3.898703740328622658e+00 9.604777335385574588e+01 4.807840291471067928e+01 2.965640380030841072e+01 1.399403102501013230e+01
3.904991458788179326e+00 9.605450582380066749e+01 4.809871700499643055e+01 2.969023079711482183e+01 1.409441731557449629e+01
3.911270842222104083e+00 9.604061172279445202e+01 4.810984345256679262e+01 2.972082135297226912e+01 1.419747808448204118e+01
3.917549806479573071e+00 9.607474067915299543e+01 4.814352875240584950e+01 2.976437480512685951e+01 1.435428684841185998e+01
3.923836006203090587e+00 9.606227440110957616e+01 4.815513162880338882e+01 2.979242875468667506e+01 1.441280002923008219e+01
3.930121452497870926e+00 9.608852070366631892e+01 4.818571068318329509e+01 2.983541615913395972e+01 1.457942761978146429e+01
3.936398172858230460e+00 9.611119289310632041e+01 4.821490090654739902e+01 2.987484586161051325e+01 1.466965319939935597e+01
3.942683040425962293e+00 9.612402037246454256e+01 4.823760263358323641e+01 2.991025643100340758e+01 1.475860989006583424e+01
3.948974759704379611e+00 9.616027975040447018e+01 4.827354315308983246e+01 2.995691443366071027e+01 1.492389930167225032e+01
3.955259227995065352e+00 9.615594181412883756e+01 4.828810107884923042e+01 2.998568548884351870e+01 1.496985067811590397e+01
3.961537174921395454e+00 9.620097376295692015e+01 4.833018628662315308e+01 3.003913343227548438e+01 1.518859099228949283e+01
3.967820217617139544e+00 9.622480634757111773e+01 4.835833862488230750e+01 3.007346193618143104e+01 1.521534385728657135e+01
3.974105559832568968e+00 9.628436971900320884e+01 4.840517690553837582e+01 3.012651621188277673e+01 1.536157208392494766e+01
3.980384727931198352e+00 9.630349828944549984e+01 4.843319191132464141e+01 3.016596013174171631e+01 1.548559142742084660e+01
3.986664590839849698e+00 9.632657482434915153e+01 4.846159550074235511e+01 3.020388612213803725e+01 1.553806523615377344e+01
3.992949619150675034e+00 9.640437287552843770e+01 4.851959801418549745e+01 3.026508809559810231e+01 1.575154726231316715e+01
3.999235075769965952e+00 9.644673179764477311e+01 4.855782537954562628e+01 3.030687551365188881e+01 1.579066422237076317e+01
4.005515715515433506e+00 9.649040069602389735e+01 4.859681830647915035e+01 3.035541777124089080e+01 1.593630312345973721e+01
4.011798434346478537e+00 9.656185462572997835e+01 4.865024352104567384e+01 3.041033768636369317e+01 1.605823554515862384e+01
4.018083716245132386e+00 9.659921825057946876e+01 4.868632318276126369e+01 3.045245902464377252e+01 1.612891973213431385e+01
4.024365700052603856e+00 9.667889384110088713e+01 4.874460509170032196e+01 3.051303445631645417e+01 1.631566998562295012e+01
4.030643960839860540e+00 9.673190589361153968e+01 4.878716649159288465e+01 3.055728223145783318e+01 1.633964502895913284e+01
4.036928708926215137e+00 9.681551548589148126e+01 4.884728451592508236e+01 3.062008670659447773e+01 1.654698404433719006e+01
4.043218157412017177e+00 9.687693169868414600e+01 4.889408508102417272e+01 3.066856780592735632e+01 1.659984523969254866e+01
4.049503019487663558e+00 9.695453183966999688e+01 4.895170130550776832e+01 3.072562475610256882e+01 1.671222876404898017e+01
4.055781898960511000e+00 9.705539993271676735e+01 4.902012477783587485e+01 3.079173824105015100e+01 1.686913004378848768e+01
4.062060795621602161e+00 9.708977475087750975e+01 4.905355326881165468e+01 3.083019664195666465e+01 1.688989538964833415e+01
4.068347865354716042e+00 9.722314523796752894e+01 4.914130490251333327e+01 3.091059192507942299e+01 1.712378967980868438e+01
4.074631027173265529e+00 9.731754873822053753e+01 4.920371399521908273e+01 3.096736372079724831e+01 1.715889452518225511e+01
4.080910837526078971e+00 9.738463335284342293e+01 4.925472414828954015e+01 3.102066140935475858e+01 1.728100147343154802e+01
4.087201203341442657e+00 9.748969946413478738e+01 4.932549962736641191e+01 3.108754135745301284e+01 1.742176783279377261e+01
4.093486818591942189e+00 9.757912193454671979e+01 4.938774205863348499e+01 3.114516346159422966e+01 1.747467950013977145e+01
4.099764387336505500e+00 9.772918816183933188e+01 4.948146886851372983e+01 3.122709878880473511e+01 1.766096743870327757e+01
4.106049166937662420e+00 9.778413506990540327e+01 4.952475138200859561e+01 3.127301508369948735e+01 1.769072588766776022e+01
4.112334559041358695e+00 9.792926837364385051e+01 4.961721561930165336e+01 3.135336219441258265e+01 1.787450406348056475e+01
4.118618926059533614e+00 9.805742066938101686e+01 4.969824651048421060e+01 3.142440488082996097e+01 1.795318851120405057e+01
4.124898942031112625e+00 9.814924015099786914e+01 4.976237618650741723e+01 3.148440492031426885e+01 1.803931822295830045e+01
4.131175432561665417e+00 9.828161739262084495e+01 4.984697320105615148e+01 3.155992469802602685e+01 1.820029043712601080e+01
4.137461563786142271e+00 9.837813794375524878e+01 4.991314085077393514e+01 3.161812387589073481e+01 1.821534533951567170e+01
4.143746006210170307e+00 9.857511509502282365e+01 5.003049285537559854e+01 3.171722754511602815e+01 1.845035579460448005e+01
4.150029800482964326e+00 9.867070834034990412e+01 5.009478660912751025e+01 3.177535962397889335e+01 1.847448704059675961e+01
4.156313390684649001e+00 9.881648703683971746e+01 5.018694170768790030e+01 3.185423518726977932e+01 1.860576506311603850e+01
4.162596105843763716e+00 9.896213842384055681e+01 5.027798523187965429e+01 3.193107509653711062e+01 1.872230418425774445e+01
4.168881843141768684e+00 9.907890409792366881e+01 5.035423818437238452e+01 3.199741824346869379e+01 1.874641757395045261e+01
4.175162111073220217e+00 9.927057229586684173e+01 5.046954203784766690e+01 3.209480461461701140e+01 1.897624813098390106e+01
4.181448573417560155e+00 9.937961246764548662e+01 5.054019335558914605e+01 3.215561768309437696e+01 1.898297518055206723e+01
4.187738782464171194e+00 9.958546596077401603e+01 5.066268417645682121e+01 3.225576077619759019e+01 1.916491456235497282e+01
4.194017437180169061e+00 9.974292012390469608e+01 5.076017065857129040e+01 3.233534929620601872e+01 1.923317094060161381e+01
4.200293572701767175e+00 9.985000530729284662e+01 5.083122272993789181e+01 3.239881917691562307e+01 1.928955028928318782e+01
4.206580195481546269e+00 1.000717731333908915e+02 5.096201197637289937e+01 3.250491722848952492e+01 1.948827535002126154e+01
4.212860644652220543e+00 1.001860347336655224e+02 5.103507586667355156e+01 3.256676106153506822e+01 1.946101673016630684e+01
4.219138153430114002e+00 1.004478045707248128e+02 5.118688549707237456e+01 3.268694289093197369e+01 1.970060530149252287e+01
4.225426162098283811e+00 1.005387213901370416e+02 5.124973460468021358e+01 3.274359292850795811e+01 1.970266893974203981e+01
4.231713506719782636e+00 1.007559674495698516e+02 5.137815911924609935e+01 3.284548469615094035e+01 1.984481196866470754e+01
4.237990056577191744e+00 1.009569783486668939e+02 5.149707043087545344e+01 3.294083093069988877e+01 1.996219902938619128e+01
4.244267783646744618e+00 1.010817113316740574e+02 5.157540430471099313e+01 3.300632585885923476e+01 1.993738078971759009e+01
4.250560660182562955e+00 1.013557983238770959e+02 5.173411527772724128e+01 3.313114452658653875e+01 2.021039800268504649e+01
4.256847734842668096e+00 1.014664101879250069e+02 5.180655593428274841e+01 3.319347236368462717e+01 2.016610045139931628e+01
4.263127100734456221e+00 1.017465752969050499e+02 5.196751996649008731e+01 3.331579177853633666e+01 2.033801123507387132e+01
4.269406860432507500e+00 1.018902568398850832e+02 5.205695140407062382e+01 3.339288547528723683e+01 2.043131315330886366e+01
4.275691671482192646e+00 1.020811102963350976e+02 5.216960281835645930e+01 3.348145753255290202e+01 2.044708717403150189e+01
4.281972414189518794e+00 1.023425761768099136e+02 5.232199561302135749e+01 3.359985871279197767e+01 2.065148576323736052e+01
4.288253516806755705e+00 1.024949943240946482e+02 5.241597884384236750e+01 3.367538623298700884e+01 2.062039629908196758e+01
4.294540520160492925e+00 1.027281282468495220e+02 5.255326319368394650e+01 3.378418028526584749e+01 2.080489289972916467e+01
4.300825742921731809e+00 1.029161933938477205e+02 5.266525808839984535e+01 3.387307454137219764e+01 2.084933628503656777e+01
4.307109835491901961e+00 1.031283428571623233e+02 5.279053507958339964e+01 3.397021671954927058e+01 2.090165817682145644e+01
4.313390926478413157e+00 1.034121629053107796e+02 5.295251616553239415e+01 3.409481789811709973e+01 2.108287732230373734e+01
4.319667979480563247e+00 1.034569845653149258e+02 5.299147763555433244e+01 3.413523197183990021e+01 2.098573047990996798e+01
4.325952598143786076e+00 1.038636736617096119e+02 5.321733160322513356e+01 3.430215990490279410e+01 2.129579286713333275e+01
4.332241647035422361e+00 1.039899154209706325e+02 5.329635153245089896e+01 3.436771860288194347e+01 2.120737528989687348e+01
4.338524445619096781e+00 1.042323770391789282e+02 5.343735624061697109e+01 3.447746223526201703e+01 2.135407371928963371e+01
4.344809348131129845e+00 1.044414242955139542e+02 5.356164850450909398e+01 3.457469898675513775e+01 2.141353568086089254e+01
4.351090699193166600e+00 1.045790376222549583e+02 5.364828422583850909e+01 3.464555712568964907e+01 2.137935551131854339e+01
4.357369710808320029e+00 1.049757523769987699e+02 5.386881592011189213e+01 3.480953358036265399e+01 2.164968921873507313e+01
4.363659348967174445e+00 1.050325659158044402e+02 5.391456330680890829e+01 3.485298671567602469e+01 2.153871388188184710e+01
4.369947418280990981e+00 1.053150036044554838e+02 5.407584806008451039e+01 3.497756893011826662e+01 2.171256396164221059e+01
4.376226569265827315e+00 1.055504592743683929e+02 5.421341061889228286e+01 3.508206050996030001e+01 2.174694515303169950e+01
